loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,is_default
22400,22400,22400.0, 36 months,18.94,820.42,D,D2,Civil Engineering Tech,10+ years,MORTGAGE,68000.0,Not Verified,Dec-2018,Fully Paid,n,renewable_energy,Green loan,278xx,NC,11.77,0,Jul-2005,0,2,0,4860,81.0,9,w,0.0,0.0,22694.6268888892,22694.63,22400.0,294.63,0.0,0.0,0.0,Jan-2019,22729.98,Feb-2019,0,1,Joint App,0,0,26675,0,1,1,1,8.0,21815,91.0,0,0,0,89.0,6000,2,0,2,1,13338.0,10035.5,39.349999999999994,0,0,161.0,155,51,8,0,13.0,9.0,0,0,1,0,3,5,1,4,1,2,0.0,0,0,1,88.9,14.3,0,0,30000,26675,0,24000,N,Cash,N,0
16000,16000,16000.0, 60 months,8.19,325.88,A,A4,Systems Administrator,10+ years,MORTGAGE,153000.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,801xx,CO,22.49,0,Oct-2002,1,13,0,104204,22.9,44,w,0.0,0.0,16054.6,16054.6,16000.0,54.6,0.0,0.0,0.0,Jan-2019,16065.52,Dec-2018,0,1,Individual,0,0,494218,1,3,1,1,5.0,67434,23.0,1,3,14436,23.0,163000,2,12,3,4,38017.0,32775.0,32.0,0,0,180.0,194,7,5,5,23.0,0.0,0,3,5,4,9,16,9,23,5,13,0.0,0,0,2,100.0,25.0,0,0,626729,171638,48200,115729,N,DirectPay,N,0
29000,29000,29000.0, 36 months,7.02,895.71,A,A2,Sr Project Manager,< 1 year,RENT,130000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,100xx,NY,7.51,8,Apr-1983,0,7,0,14578,29.7,26,w,0.0,0.0,29006.84755,29006.85,29000.0,6.85,0.0,0.0,0.0,Jan-2019,29023.81,Jan-2019,0,1,Individual,0,0,234946,0,1,0,0,42.0,4710,26.0,0,0,9029,29.0,49100,0,0,0,0,33564.0,34522.0,29.7,4,0,150.0,428,27,27,3,28.0,5.0,6,4,4,5,13,5,5,18,4,7,0.0,0,6,0,68.0,0.0,0,0,306025,19288,49100,18125,N,Cash,N,0
20975,20975,20975.0, 36 months,8.19,659.13,A,A4,Project Director,2 years,MORTGAGE,165000.0,Verified,Dec-2018,Late (31-120 days),n,debt_consolidation,Debt consolidation,194xx,PA,24.27,0,Oct-1997,0,9,0,4210,16.6,21,w,20975.0,20975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,Feb-2019,0,1,Individual,0,0,319246,0,2,1,2,11.0,67142,75.0,0,2,3004,17.0,25300,1,2,1,6,35472.0,4496.0,40.1,0,0,138.0,211,14,11,3,14.0,11.0,0,1,3,1,5,4,4,13,3,9,0.0,0,0,1,100.0,0.0,0,0,378104,111136,7500,85932,N,Cash,N,1
10000,10000,10000.0, 36 months,8.19,314.25,A,A4,Customer Service Agent,10+ years,OWN,50000.0,Source Verified,Dec-2018,Fully Paid,n,other,Other,791xx,TX,18.7,0,Oct-1993,0,11,0,14260,40.2,27,w,0.0,0.0,10003.2355,10003.24,10000.0,3.24,0.0,0.0,0.0,Jan-2019,10010.06,Jan-2019,0,1,Individual,0,0,35466,0,1,1,2,12.0,21206,87.0,0,4,5921,59.0,35500,3,0,4,6,3224.0,9885.0,58.6,0,0,64.0,302,15,12,1,17.0,12.0,3,4,5,5,14,3,10,23,5,11,0.0,0,0,1,88.9,60.0,0,0,60016,35466,23900,24516,N,Cash,N,0
4500,4500,4500.0, 36 months,16.91,160.24,C,C5,Sales consultant ,3 years,RENT,51000.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,551xx,MN,14.33,0,Jul-2015,1,4,0,4382,47.6,8,w,0.0,0.0,4557.0725,4557.07,4500.0,57.07,0.0,0.0,0.0,Feb-2019,4563.41,Jan-2019,0,1,Individual,0,0,28166,1,2,2,2,5.0,23784,88.0,0,2,2796,78.0,9200,1,1,1,4,7042.0,4818.0,47.6,0,0,28.0,41,16,5,0,16.0,5.0,0,2,2,2,4,3,2,5,2,4,0.0,0,0,2,100.0,50.0,0,0,36272,28166,9200,27072,N,Cash,N,0
10000,10000,10000.0, 36 months,16.14,352.27,C,C4,Regional Coordinator ,10+ years,MORTGAGE,40000.0,Source Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,427xx,KY,28.74,0,Feb-2007,0,10,0,14182,57.9,39,w,0.0,0.0,10006.3663333332,10006.37,10000.0,6.37,0.0,0.0,0.0,Jan-2019,10019.82,Jan-2019,0,1,Individual,0,0,162496,0,2,1,1,11.0,24310,83.0,0,4,6561,72.0,24500,1,4,2,5,16250.0,6377.0,53.8,0,0,124.0,79,18,11,3,18.0,11.0,0,2,7,2,2,23,7,13,7,10,0.0,0,0,1,100.0,0.0,0,0,183526,38492,13800,29295,N,Cash,N,0
1000,1000,1000.0, 36 months,23.4,38.92,E,E1,Unknown,Unknown,OWN,19110.59,Verified,Dec-2018,Fully Paid,n,other,Other,741xx,OK,22.35,0,Apr-2007,0,6,1,1128,28.9,14,w,0.0,0.0,1000.884,1000.88,1000.0,0.88,0.0,0.0,0.0,Jan-2019,1002.83,Feb-2019,0,1,Individual,0,0,23126,2,2,2,3,7.0,4282,26.0,0,0,0,27.0,3900,2,1,3,5,3854.0,10035.5,39.349999999999994,0,0,140.0,134,49,6,2,13.0,5.0,0,0,1,0,0,9,2,3,1,6,0.0,0,0,4,100.0,14.3,1,0,38895,5410,0,16517,N,Cash,N,0
25000,25000,25000.0, 36 months,7.02,772.16,A,A2,Managing Partner,3 years,MORTGAGE,180000.0,Not Verified,Dec-2018,Fully Paid,n,car,Car financing,740xx,OK,11.77,0,May-2004,2,23,0,32191,24.5,32,w,0.0,0.0,25035.15375,25035.15,25000.0,35.15,0.0,0.0,0.0,Jan-2019,25049.77,Jan-2019,0,1,Individual,0,0,330240,2,3,1,3,4.0,54989,75.0,3,6,15347,34.0,132700,1,0,7,9,14358.0,72357.0,29.1,0,0,152.0,175,2,2,1,2.0,2.0,0,6,7,14,16,9,19,22,7,23,0.0,0,0,4,100.0,0.0,0,0,472654,87180,101600,68845,N,Cash,N,0
5000,5000,5000.0, 36 months,10.33,162.12,B,B1,Police Officer,10+ years,MORTGAGE,118964.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,066xx,CT,21.28,0,Dec-1989,2,10,0,13909,68.9,27,w,0.0,0.0,5056.2533359423,5056.25,5000.0,56.25,0.0,0.0,0.0,Feb-2019,4860.55,Feb-2019,0,1,Individual,0,0,79249,2,3,0,3,14.0,65340,63.0,2,3,9326,65.0,20200,4,0,7,6,7925.0,3096.0,78.6,0,0,151.0,348,5,5,0,5.0,0.0,0,2,3,3,9,8,7,19,3,10,0.0,0,0,2,96.3,33.3,0,0,110364,79249,14500,90164,N,DirectPay,N,0
14000,14000,14000.0, 36 months,16.91,498.52,C,C5,Unknown,< 1 year,RENT,38400.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,370xx,TN,19.56,0,Aug-2013,0,16,0,15348,41.3,19,w,0.0,0.0,14008.9418444446,14008.94,14000.0,8.94,0.0,0.0,0.0,Jan-2019,14028.67,Jan-2019,0,1,Individual,0,180,33553,0,6,0,0,39.0,18205,104.0,2,6,5887,61.0,37200,0,0,0,6,2097.0,13839.0,43.0,0,0,64.0,49,9,9,0,9.0,15.0,0,4,6,5,5,7,10,12,6,16,0.0,0,0,2,100.0,20.0,0,0,54700,33553,24300,17500,N,Cash,N,0
6300,6300,6300.0, 36 months,18.94,230.75,D,D2,Correction sergeant ,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,141xx,NY,14.57,0,Apr-2005,1,7,0,16047,96.7,14,w,0.0,0.0,6382.866,6382.87,6300.0,82.87,0.0,0.0,0.0,Jan-2019,6392.81,Jan-2019,0,1,Individual,0,0,38329,1,1,0,0,27.0,22282,68.0,1,1,5970,77.0,16600,0,1,1,1,5476.0,253.0,98.4,0,0,110.0,164,6,6,0,6.0,6.0,0,5,5,5,9,4,6,10,5,7,0.0,0,0,1,100.0,100.0,0,0,49566,38329,16300,32966,N,Cash,N,0
8500,8500,8500.0, 36 months,18.94,311.32,D,D2,Unknown,< 1 year,RENT,70000.0,Not Verified,Dec-2018,Fully Paid,n,other,Other,600xx,IL,30.24,0,Oct-2007,0,11,0,21676,64.9,20,w,0.0,0.0,8682.0406614554,8682.04,8500.0,182.04,0.0,0.0,0.0,Feb-2019,8695.46,Feb-2019,0,1,Joint App,0,0,76939,0,2,1,2,10.0,55263,78.0,0,3,5418,71.0,33400,5,0,12,5,6994.0,607.0,95.9,0,0,127.0,134,15,10,0,15.0,5.0,0,4,7,4,6,7,9,13,7,11,0.0,0,0,1,95.0,100.0,0,0,97936,76939,14900,64536,N,Cash,N,0
2000,2000,2000.0, 36 months,23.4,77.84,E,E1,E6,10+ years,RENT,65000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,775xx,TX,13.16,0,Mar-2007,2,7,0,1734,20.2,28,w,0.0,0.0,2033.956,2033.96,2000.0,33.96,0.0,0.0,0.0,Feb-2019,157.86,Jan-2019,0,1,Individual,0,0,38558,2,1,3,4,6.0,36824,75.0,1,2,727,20.0,8600,3,1,7,6,5508.0,1451.0,34.0,0,0,136.0,141,1,1,0,18.0,1.0,2,2,3,2,10,9,6,17,3,7,0.0,0,0,4,71.4,0.0,0,0,46476,38558,2200,37876,N,Cash,N,0
3000,3000,3000.0, 36 months,19.92,111.37,D,D3,Teacher,1 year,RENT,62000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,781xx,TX,24.29,0,Jun-1993,2,6,0,2334,37.6,24,w,0.0,0.0,3046.4459312667,3046.45,3000.0,46.45,0.0,0.0,0.0,Feb-2019,3051.43,Jan-2019,0,1,Individual,0,0,24226,2,2,1,1,6.0,21892,76.0,1,3,1226,70.0,6200,1,1,5,4,4038.0,174.0,87.6,0,0,235.0,162,2,2,2,17.0,0.0,2,1,4,1,5,9,4,11,4,6,0.0,0,0,2,83.3,100.0,0,0,34836,24226,1400,28636,N,Cash,N,0
15000,15000,15000.0, 36 months,7.02,463.3,A,A2,Principal,10+ years,MORTGAGE,93000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,750xx,TX,23.65,0,May-2004,0,11,0,16863,48.9,33,w,0.0,0.0,15055.57,15055.57,15000.0,55.57,0.0,0.0,0.0,Jan-2019,15064.35,Jan-2019,0,1,Joint App,0,0,607095,0,4,0,1,14.0,278369,70.0,1,1,14337,57.0,34500,1,2,0,4,55190.0,2388.0,86.4,0,0,175.0,156,12,12,5,42.0,14.0,0,2,3,2,5,14,6,14,3,11,0.0,0,0,1,100.0,50.0,0,0,590502,295232,17500,235917,N,Cash,N,0
12000,12000,12000.0, 60 months,10.33,256.92,B,B1,Business Personal Banker ,2 years,OWN,53600.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,480xx,MI,12.54,0,Aug-2008,0,11,0,21194,51.9,31,w,0.0,0.0,12045.796333333,12045.8,12000.0,45.8,0.0,0.0,0.0,Jan-2019,12056.13,Jan-2019,0,1,Individual,0,0,160669,1,2,0,0,53.0,139475,75.0,2,3,6632,52.0,40800,0,2,0,3,14606.0,14825.0,56.8,0,0,124.0,112,5,5,0,11.0,18.0,0,5,6,5,6,19,9,12,6,11,0.0,0,0,2,96.4,0.0,0,0,142722,160669,34300,101922,N,DirectPay,N,0
3025,3025,3025.0, 36 months,23.4,117.73,E,E1,PTA,4 years,MORTGAGE,50000.0,Not Verified,Dec-2018,Fully Paid,n,medical,Medical expenses,450xx,OH,11.76,0,Sep-1993,1,7,0,2029,12.1,18,w,0.0,0.0,3087.92125,3087.92,3025.0,62.92,0.0,0.0,0.0,Feb-2019,3097.75,Feb-2019,0,1,Individual,0,0,10167,1,2,1,1,2.0,8138,50.0,0,1,0,31.0,16700,0,1,1,2,1695.0,10035.5,39.349999999999994,0,0,70.0,303,24,2,2,13.0,2.0,0,0,3,0,4,6,5,10,3,7,0.0,0,0,1,100.0,14.3,0,0,33151,10167,0,16451,N,Cash,N,0
6000,6000,6000.0, 36 months,10.72,195.64,B,B2,Unknown,Unknown,MORTGAGE,19764.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,347xx,FL,30.72,0,Oct-1992,1,7,1,6896,65.7,21,w,0.0,0.0,6056.8805921787,6056.88,6000.0,56.88,0.0,0.0,0.0,Jan-2019,6065.81,Jan-2019,0,1,Individual,0,0,21236,1,1,1,1,6.0,14340,92.0,0,0,367,81.0,10500,0,7,1,1,3539.0,433.0,45.9,0,0,79.0,314,39,6,1,75.0,6.0,0,1,5,2,5,3,6,17,5,7,0.0,0,0,1,100.0,0.0,1,0,26130,21236,800,15630,N,Cash,N,0
1900,1900,1875.0, 36 months,7.02,58.69,A,A2,Assistant manager,3 years,RENT,27000.0,Source Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,805xx,CO,3.42,0,Aug-2012,1,7,0,1563,4.8,8,f,0.0,0.0,1915.4057888764,1890.2,1900.0,15.41,0.0,0.0,0.0,Jan-2019,1917.26,Feb-2019,0,1,Individual,0,0,32175,1,1,0,0,50.0,30612,104.0,3,5,1497,52.0,32700,0,0,1,5,4596.0,31137.0,4.8,0,0,76.0,38,5,5,0,5.0,5.0,0,2,2,6,6,2,6,6,2,7,0.0,0,0,3,100.0,0.0,0,0,62200,32175,32700,29500,N,DirectPay,N,0
1000,1000,1000.0, 36 months,27.27,40.98,E,E5,Warehouse Associate ,5 years,RENT,40000.0,Source Verified,Dec-2018,Fully Paid,n,moving,Moving and relocation,952xx,CA,8.07,0,Mar-2014,0,6,0,0,0.0,12,f,0.0,0.0,1031.5774212375,1031.58,1000.0,31.58,0.0,0.0,0.0,Jan-2019,1035.37,Feb-2019,0,1,Individual,0,0,7405,0,1,2,3,7.0,7405,82.0,1,3,0,42.0,8400,3,0,3,6,1234.0,3000.0,0.0,0,0,13.0,55,10,7,0,17.0,8.0,1,0,0,1,3,3,5,8,0,6,0.0,0,0,3,83.3,0.0,0,0,17488,7405,3000,9088,N,Cash,N,0
21500,21500,21500.0, 36 months,7.56,669.38,A,A3,Unknown,< 1 year,RENT,89000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,208xx,MD,3.4,0,May-2013,0,3,0,908,4.5,6,w,0.0,0.0,21505.7842,21505.78,21500.0,5.78,0.0,0.0,0.0,Jan-2019,21519.32,Jan-2019,0,1,Individual,0,0,6303,0,1,0,1,17.0,5395,58.0,0,0,462,22.0,20000,0,0,0,1,2101.0,19092.0,4.5,0,0,67.0,54,46,17,0,46.0,19.0,0,2,2,2,2,4,2,2,2,3,0.0,0,0,0,100.0,0.0,0,0,29370,6303,20000,9370,N,Cash,N,0
20000,20000,19975.0, 36 months,16.91,712.16,C,C5,Senior Operations Analyst ,10+ years,MORTGAGE,88000.0,Source Verified,Dec-2018,Fully Paid,n,house,Home buying,945xx,CA,19.43,1,Jan-2008,1,7,1,2819,31.0,19,f,0.0,0.0,20012.215,19987.2,20000.0,12.21,0.0,0.0,0.0,Jan-2019,20059.18,Jan-2019,0,1,Individual,0,0,423817,0,1,1,1,9.0,67849,75.0,0,2,2470,27.0,9100,2,0,7,6,60545.0,6281.0,31.0,0,0,131.0,102,13,9,3,13.0,0.0,1,4,4,4,7,8,4,7,4,7,0.0,0,0,1,88.9,25.0,1,0,443506,70991,9100,73437,N,Cash,N,0
6000,6000,6000.0, 36 months,16.14,211.36,C,C4,Truck Driver,1 year,RENT,50000.0,Source Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,328xx,FL,23.04,0,Sep-2010,0,8,0,4344,43.0,12,w,0.0,0.0,6051.2445,6051.24,6000.0,51.24,0.0,0.0,0.0,Jan-2019,424.69,Feb-2019,1,1,Individual,0,183,26822,1,2,0,0,27.0,22478,59.0,2,5,977,56.0,10100,1,0,1,5,3353.0,1716.0,59.1,0,0,53.0,99,5,5,0,10.0,9.0,0,3,4,3,3,4,6,8,4,8,0.0,0,0,2,100.0,33.3,0,0,48090,26822,4200,37990,N,DirectPay,N,0
20000,20000,20000.0, 60 months,15.02,476.01,C,C3,Customer service Rep,10+ years,MORTGAGE,63000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,330xx,FL,28.4,0,May-2004,1,13,0,7009,17.3,22,w,0.0,0.0,20010.8499999999,20010.85,20000.0,10.85,0.0,0.0,0.0,Jan-2019,20052.57,Feb-2019,0,1,Individual,0,0,221399,0,2,2,4,9.0,43606,88.0,0,3,4118,56.0,40500,0,5,2,7,17031.0,18320.0,26.7,0,0,150.0,175,14,9,1,24.0,1.0,0,4,6,4,5,8,10,13,6,13,0.0,0,0,2,100.0,25.0,0,0,285640,50615,25000,49840,N,Cash,N,0
11000,11000,11000.0, 36 months,10.72,358.67,B,B2,Sr. Mechanic,10+ years,MORTGAGE,125000.0,Source Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,038xx,NH,17.02,0,Apr-2003,2,15,0,8016,23.9,23,w,0.0,0.0,11052.4066666676,11052.41,11000.0,52.41,0.0,0.0,0.0,Jan-2019,11068.79,Feb-2019,0,1,Individual,0,765,362558,2,4,2,4,3.0,82041,83.0,3,5,2786,68.0,33600,3,2,5,9,24171.0,24884.0,24.4,0,0,153.0,171,5,3,3,5.0,3.0,1,6,6,8,9,10,9,10,6,15,0.0,0,0,5,81.8,0.0,0,0,425906,90057,32900,98409,N,Cash,N,0
25000,25000,25000.0, 60 months,8.19,509.19,A,A4,Business Manager,1 year,RENT,65000.0,Not Verified,Dec-2018,Fully Paid,n,other,Other,907xx,CA,4.86,0,Mar-2003,0,3,0,11764,26.9,17,w,0.0,0.0,25007.39125,25007.39,25000.0,7.39,0.0,0.0,0.0,Jan-2019,25035.83,Jan-2019,0,1,Individual,0,0,11764,0,0,0,0,53.0,0,75.0,0,0,5995,27.0,43800,0,0,0,0,3921.0,32036.0,26.9,0,0,160.0,189,90,53,0,135.0,5.0,0,2,2,3,5,10,3,7,2,3,0.0,0,0,0,100.0,0.0,0,0,43800,11764,43800,0,N,Cash,N,0
20000,20000,20000.0, 36 months,7.02,617.73,A,A2,Vicepresident of Operations,10+ years,RENT,180000.0,Not Verified,Dec-2018,Fully Paid,n,other,Other,021xx,MA,18.62,0,Mar-2002,0,19,0,24913,28.4,30,w,0.0,0.0,20097.5,20097.5,20000.0,97.5,0.0,0.0,0.0,Jan-2019,20117.0,Dec-2018,0,1,Individual,0,0,238749,1,4,1,3,12.0,76645,49.0,1,4,4743,36.0,87700,3,1,1,7,13264.0,20036.0,28.7,0,0,148.0,201,5,5,1,27.0,5.0,0,3,11,5,7,12,14,17,11,19,0.0,0,0,2,100.0,25.0,0,0,337854,101558,28100,104354,N,Cash,N,0
12000,12000,12000.0, 36 months,20.89,451.43,D,D4,file clerk,10+ years,RENT,75000.0,Source Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,168xx,PA,12.05,0,Aug-2008,0,12,0,11027,26.1,25,w,0.0,0.0,12276.4189784575,12276.42,12000.0,276.42,0.0,0.0,0.0,Jan-2019,12311.24,Feb-2019,0,1,Individual,0,0,38460,0,4,3,4,7.0,27433,93.0,0,4,5746,54.0,42300,2,0,1,8,3496.0,29273.0,27.4,0,0,54.0,124,14,7,0,15.0,7.0,0,4,4,5,7,7,8,18,4,12,0.0,0,0,3,100.0,20.0,0,0,71796,38460,40300,29496,N,Cash,N,0
11000,11000,10750.0, 36 months,12.98,370.53,B,B5,Agent ,10+ years,MORTGAGE,130000.0,Source Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,460xx,IN,14.19,0,Jun-2003,0,17,0,6830,22.5,36,f,0.0,0.0,11074.8124807014,10823.11,11000.0,74.81,0.0,0.0,0.0,Jan-2019,11094.64,Feb-2019,0,1,Individual,0,165,396419,6,5,6,10,1.0,132650,83.0,3,4,1701,54.0,30300,8,0,11,15,23319.0,21672.0,12.6,0,0,186.0,129,2,1,3,6.0,0.0,0,6,9,8,11,18,11,15,9,17,0.0,0,0,10,94.3,0.0,0,0,411090,139480,24800,121328,N,DirectPay,N,0
20000,20000,20000.0, 36 months,11.8,662.38,B,B4,Dental Hygienist,3 years,RENT,50000.0,Verified,Dec-2018,Late (31-120 days),n,vacation,Vacation,276xx,NC,9.18,0,Aug-2003,1,17,0,16576,13.9,26,w,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,Feb-2019,0,1,Individual,0,0,65731,1,1,0,0,98.0,49155,75.0,2,4,4383,14.0,119400,0,1,6,4,4382.0,77204.0,15.3,0,0,114.0,184,6,6,0,7.0,1.0,0,6,7,11,15,2,16,24,7,17,0.0,0,0,2,100.0,0.0,0,0,164900,65731,91200,45500,N,Cash,N,1
2000,2000,1750.0, 36 months,12.98,67.37,B,B5,Unknown,< 1 year,RENT,18000.0,Source Verified,Dec-2018,Fully Paid,n,moving,Moving and relocation,701xx,LA,1.87,0,Aug-2011,0,8,0,2848,22.6,10,f,0.0,0.0,2018.0321188717,1765.78,2000.0,18.03,0.0,0.0,0.0,Jan-2019,2021.64,Feb-2019,0,1,Individual,0,161,92457,2,5,2,4,3.0,89609,95.0,0,2,2848,81.0,12600,0,0,0,6,11557.0,9752.0,22.6,0,0,88.0,27,15,3,0,15.0,15.0,0,1,1,3,3,7,3,3,1,8,0.0,0,0,2,100.0,0.0,0,0,102293,92457,12600,89693,N,Cash,N,0
40000,40000,40000.0, 60 months,11.8,885.75,B,B4,Conductor,10+ years,MORTGAGE,75000.0,Source Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,756xx,TX,29.22,0,Jul-2003,0,9,0,24941,54.9,25,w,0.0,0.0,40017.0400000001,40017.04,40000.0,17.04,0.0,0.0,0.0,Jan-2019,40082.6,Jan-2019,0,1,Joint App,0,0,72561,1,2,0,0,47.0,47620,14.0,1,2,16203,41.0,45400,0,6,0,2,8062.0,15126.0,54.7,0,0,149.0,147,1,1,3,14.0,14.0,0,2,5,4,5,10,7,12,5,9,0.0,0,0,1,96.0,25.0,0,0,116760,72561,33400,71360,N,Cash,N,0
6000,6000,6000.0, 36 months,20.89,225.72,D,D4,General Tech,10+ years,RENT,63000.0,Source Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,232xx,VA,26.93,0,Jun-2002,0,7,1,1067,6.5,19,w,0.0,0.0,6045.2600000006,6045.26,6000.0,45.26,0.0,0.0,0.0,Jan-2019,6062.67,Jan-2019,0,1,Joint App,0,0,52837,2,3,2,3,2.0,51770,87.0,1,2,1067,70.0,16300,1,1,4,5,8806.0,15233.0,6.5,0,0,124.0,198,12,2,1,12.0,5.0,4,1,1,3,8,7,4,11,1,7,0.0,0,0,3,73.7,33.3,1,0,75751,52837,16300,59451,N,Cash,N,0
35000,35000,35000.0, 36 months,8.19,1099.85,A,A4,Unknown,Unknown,OWN,42000.0,Source Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,553xx,MN,1.0,0,Jun-2003,0,6,0,40,0.2,27,w,0.0,0.0,35007.965,35007.96,35000.0,7.96,0.0,0.0,0.0,Jan-2019,35047.78,Jan-2019,0,1,Individual,0,0,40,0,0,0,0,79.0,0,75.0,1,2,40,0.0,18900,0,0,0,2,8.0,14360.0,0.3,0,0,162.0,161,12,12,5,89.0,19.0,0,1,1,1,5,3,6,19,1,6,0.0,0,0,1,100.0,0.0,0,0,18900,40,14400,0,N,Cash,N,0
16000,16000,16000.0, 36 months,13.56,543.43,C,C1,Sales Director ,6 years,MORTGAGE,75000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,320xx,FL,30.21,0,Aug-1999,0,16,0,7821,39.9,24,w,0.0,0.0,16126.5633333342,16126.56,16000.0,126.56,0.0,0.0,0.0,Jan-2019,16156.69,Feb-2019,0,1,Joint App,0,12237,374970,2,5,1,3,2.0,76825,85.0,3,4,1523,77.0,19600,8,1,7,9,23436.0,7635.0,37.9,0,0,232.0,58,6,2,2,6.0,2.0,1,6,7,7,7,12,10,10,7,16,0.0,0,0,6,95.5,28.6,0,0,403078,84646,12300,90228,N,Cash,N,0
12550,12550,12550.0, 36 months,7.02,387.63,A,A2,Heavy Truck Driver,10+ years,MORTGAGE,80000.0,Verified,Dec-2018,Fully Paid,n,home_improvement,Home improvement,993xx,WA,49.23,0,Feb-2006,0,10,0,37235,74.9,28,w,0.0,0.0,12630.2653285,12630.27,12550.0,80.27,0.0,0.0,0.0,Jan-2019,12642.51,Feb-2019,0,1,Joint App,0,0,449075,0,4,1,2,7.0,133185,19.0,0,0,11167,62.0,49700,2,17,1,3,44908.0,11333.0,49.6,0,0,133.0,154,43,7,4,43.0,7.0,0,1,3,3,4,16,5,8,3,10,0.0,0,0,1,100.0,33.3,0,0,526321,170420,22500,192858,N,Cash,N,0
4500,4500,4500.0, 36 months,10.72,146.73,B,B2,Teacher,9 years,RENT,55000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,349xx,FL,7.92,0,May-2005,1,5,0,0,0.0,35,w,0.0,0.0,4510.9061111112,4510.91,4500.0,10.91,0.0,0.0,0.0,Jan-2019,4517.61,Jan-2019,0,1,Individual,0,0,64123,1,3,3,4,2.0,64123,57.0,1,2,0,38.0,13500,4,0,4,6,12825.0,13500.0,0.0,0,0,163.0,147,12,2,0,18.0,2.0,0,0,0,2,9,21,2,14,0,5,0.0,0,0,4,100.0,0.0,0,0,88484,64123,13500,74984,N,Cash,N,0
